TRX_DATE,NET_SALES
4/30/2018,119.6
10/23/2018,1199.85
8/9/2019,289.95
12/3/2018,449.95
4/25/2017,1147.85
2/13/2018,1199.85
3/6/2017,1519.8
7/11/2016,14.95
12/21/2015,199
6/5/2018,909.65
9/23/2016,2636
4/4/2019,0
3/13/2017,1139.85
8/16/2019,739.9
2/22/2016,28.5
6/17/2019,0
1/21/2019,4.95
4/10/2019,1537.21
7/12/2016,499
12/9/2017,1594.86
5/29/2018,63.8
4/24/2018,1114.6
6/30/2016,0
12/13/2019,449.95
12/15/2015,1587
5/4/2015,0
3/8/2017,2399.8
10/15/2016,659
7/25/2018,3989.67
7/7/2015,2145
12/22/2016,525
12/26/2019,160.96
6/1/2016,-3.55E-15
10/8/2019,579.9
4/22/2016,15
10/2/2017,1016.84
12/10/2016,84
7/27/2018,289.95
5/21/2018,2099.7
4/22/2019,1101.85
10/28/2015,1895
2/11/2019,1839.85
12/27/2019,12.95
12/10/2015,0
6/1/2018,159.95
4/19/2019,2449.7
1/29/2019,0
2/20/2019,0
3/1/2017,379.95
6/20/2017,249.95
7/5/2018,0
11/1/2016,0
1/29/2018,491.73
8/23/2016,1420.25
12/21/2018,1064.65
2/15/2016,57
8/3/2015,111.2
6/20/2017,103.16
4/4/2019,579.9
6/22/2016,0
11/4/2019,199.9
2/7/2019,38.85
12/17/2017,2339.55
11/3/2015,3918.5
9/8/2018,869.85
4/20/2016,399
11/20/2017,270.05
11/8/2019,2632.21
11/5/2019,559.9
12/29/2016,1181.25
9/5/2018,375
4/10/2018,11531.15
2/9/2016,24
4/10/2017,1241.7
12/2/2017,6669.25
6/20/2019,47.85
11/13/2018,2479.8
3/14/2018,499.95
7/13/2016,342
12/21/2017,99.95
8/12/2015,898
1/20/2018,3179.7
1/31/2018,-1.42E-14
5/7/2016,154
11/1/2017,661.26
1/22/2018,-7.11E-15
4/15/2016,426
4/30/2018,1256.51
5/11/2018,2097.31
1/19/2017,3289.65
2/24/2016,2245
3/1/2019,1799.8
1/15/2018,0
2/3/2017,249.95
1/24/2018,3330.67
7/11/2016,1486
9/8/2017,1474.71
8/17/2015,3316.25
12/10/2016,477
6/5/2017,129.95
1/24/2018,116.55
9/24/2018,23.6
11/27/2017,44.85
11/30/2016,1516
8/2/2018,1879.8
6/20/2017,1099.8
10/18/2016,499
6/8/2018,12.95
5/4/2018,1429.45
8/21/2019,499.95
2/20/2019,1539.85
10/20/2017,19.95
5/19/2017,0
10/27/2017,0
11/20/2017,1589.85
7/12/2018,0
2/16/2017,0
3/5/2018,0
11/3/2017,1259.86
3/14/2016,116
4/16/2019,289.9
7/25/2018,1859.9
12/1/2015,1614
5/3/2016,498
10/26/2017,1429.87
11/20/2019,15.95
10/28/2019,0
1/10/2018,39.9
4/29/2017,1367.86
5/23/2018,90.65
10/26/2018,389.85
3/7/2018,1234.91
10/24/2016,329
5/30/2018,499.96
4/1/2019,364.8
9/11/2019,2779.75
7/20/2016,90
9/2/2016,40
1/31/2017,799.7
12/12/2018,349.95
2/6/2018,1199.9
1/25/2019,719.95
2/1/2019,329.95
2/3/2018,99
6/26/2015,195
4/8/2015,0
8/25/2016,3432
5/23/2017,759.9
5/8/2017,1499.75
12/17/2019,1099.9
8/13/2018,37.9
9/14/2019,55.8
12/17/2019,899.9
12/6/2017,579.95
8/31/2019,0
6/10/2019,55.41
4/6/2017,579.95
7/10/2017,99.95
5/31/2019,38.85
5/18/2017,233.9
7/14/2016,429
10/10/2018,869.7
6/13/2015,337
7/8/2019,449.95
4/27/2016,69.93
11/12/2019,0
8/1/2017,404.96
11/16/2015,44.85
12/15/2018,29.9
5/26/2016,1138
2/28/2019,115.31
12/31/2018,249.95
7/8/2015,0
12/20/2016,0
3/21/2019,0
5/10/2017,0
4/28/2016,396
11/8/2019,329.95
2/15/2016,0
9/16/2015,88.75
12/14/2015,3918
11/21/2018,199.95
4/25/2017,449.95
8/15/2016,0
11/16/2018,1249.8
11/29/2019,2199.8
8/27/2015,206.7
3/17/2017,14.95
6/19/2019,1049.91
11/6/2015,2310
1/20/2016,0
6/5/2019,759.9
5/3/2018,0
5/25/2017,404.95
9/24/2015,1197
3/16/2016,24
1/23/2018,0
4/20/2015,720
7/7/2016,600
5/29/2015,549
3/9/2016,0
3/14/2016,171
12/4/2017,799.9
4/1/2019,999.9
8/18/2015,176
1/11/2016,1218
11/8/2016,798
3/4/2017,999.5
3/22/2016,5827
3/16/2016,2751
2/2/2016,118.15
8/23/2016,719
1/22/2016,36.09
11/28/2019,1308.5
9/28/2016,72
1/14/2016,6981.95
10/24/2019,241.44
9/12/2017,718.75
4/16/2015,15
4/14/2017,3029.5
5/20/2016,150
2/22/2018,0
8/2/2019,1399.8
1/28/2016,4472
1/15/2019,1939.74
11/1/2018,74.95
3/8/2016,1974
1/20/2017,615
10/15/2019,449.95
6/25/2015,0
6/20/2016,3239
9/26/2015,4628.75
9/14/2019,145.87
6/26/2018,759.9
5/18/2017,39.9
1/18/2017,62.55
1/6/2017,38.9
1/22/2016,5661
6/1/2017,3599.7
11/3/2017,99.95
10/16/2019,1205.53
1/3/2019,59.9
10/12/2018,99.95
4/4/2017,0
12/31/2019,1889.65
4/3/2019,594.91
9/19/2019,0
1/18/2019,766.71
7/17/2015,48
8/25/2015,2829
2/13/2017,468.8
5/30/2017,47.85
6/5/2017,164.45
1/3/2017,2443
12/20/2017,8.95
6/23/2017,0
3/23/2017,99.95
10/20/2018,37.42
4/12/2019,399.95
11/19/2019,75.95
8/13/2019,129.41
9/28/2018,2219.65
6/9/2015,0
11/1/2018,1799.85
10/10/2018,3829.65
4/10/2019,269.95
2/11/2016,1587
4/28/2015,15
11/10/2015,329
9/20/2016,4701
12/8/2018,1.3
3/12/2019,0
11/16/2015,1267
12/8/2018,664.91
11/7/2019,249.95
9/12/2017,27.8
7/22/2019,229.85
9/11/2015,0
10/31/2015,329
9/12/2019,0
4/21/2017,0
1/31/2017,519.95
4/25/2017,44.85
2/18/2019,1019.85
11/16/2018,299.95
3/4/2017,1559.85
5/19/2018,0
2/5/2019,0.51
3/13/2018,1623.86
1/24/2017,99
6/12/2019,0
6/30/2017,74.95
6/13/2018,0
2/20/2017,0
11/3/2016,0
6/29/2017,899.85
1/4/2018,0
11/12/2018,233.91
4/17/2017,1139.85
8/11/2015,1276.5
2/17/2019,225
7/26/2016,658
1/31/2019,323.85
8/14/2019,0
9/5/2019,1617.88
9/26/2017,8.95
7/13/2017,26.85
7/17/2015,0
12/11/2018,724.86
11/9/2018,0
3/15/2019,12.95
11/20/2019,0
6/24/2016,15
12/27/2019,447.86
7/19/2019,85.95
8/15/2016,698
1/10/2018,17.99
12/30/2019,1349.81
6/4/2019,649.95
12/30/2019,1199.85
5/12/2017,821.81
12/13/2019,12.95
5/20/2016,658
2/1/2017,0
8/31/2015,2495
1/6/2017,636
6/2/2018,99
2/13/2018,0
5/2/2019,479.95
6/4/2019,279.95
1/25/2016,1497
12/21/2017,0
11/13/2018,599.95
9/6/2018,1599.8
10/9/2017,230.41
9/6/2019,159.95
8/6/2016,16772
5/22/2018,1199.9
5/22/2017,0
10/31/2018,0
11/16/2015,0
6/4/2016,6.95
9/10/2015,55.6
1/13/2016,1661.3
10/17/2018,6.95
6/2/2017,2749.45
11/28/2019,2749.75
1/31/2018,2059.8
12/14/2017,2009.76
12/27/2017,7149.35
6/23/2016,24
12/1/2017,0
2/1/2016,171
5/10/2019,1309.85
1/9/2019,1027.81
9/15/2015,549
7/25/2018,1869.65
9/22/2017,428.85
4/27/2016,1996
4/7/2015,34.75
2/27/2019,328.9
12/28/2018,969.85
11/30/2019,1069.5
8/7/2018,116.55
6/18/2018,0
10/13/2015,30
8/28/2018,2741.17
11/12/2019,584.75
8/20/2018,77.7
12/26/2017,349.95
4/14/2017,15.95
6/7/2016,1876
4/2/2018,2346.81
5/2/2017,6699.16
2/23/2018,320.85
12/19/2016,132
12/4/2015,598
6/25/2019,1049.85
12/14/2016,0
9/18/2019,1799.85
9/24/2016,0
6/21/2018,0
8/1/2018,1299.9
5/10/2019,0
7/26/2016,609
6/19/2019,765.05
5/16/2017,192.9
5/14/2019,42.89
7/30/2018,32.85
8/15/2018,534.8
8/14/2017,519.95
12/21/2017,7589.31
1/16/2019,52.58
6/13/2018,0
12/11/2018,359.95
3/31/2017,15.95
10/30/2017,579.8
2/2/2016,489.05
10/14/2015,396.75
10/25/2019,116.55
2/4/2016,65.55
6/4/2019,949.9
2/15/2019,369.85
3/17/2016,0
4/24/2017,1049.85
7/24/2015,66
10/24/2018,0
2/26/2016,1796
10/28/2017,99.95
11/7/2019,150.95
4/29/2016,0
3/8/2018,503.96
5/28/2015,898
6/23/2017,225
6/5/2015,10324
4/4/2016,0
1/9/2019,187.46
8/23/2018,2159.7
5/8/2018,579.95
12/12/2016,84
6/30/2016,1596
2/17/2017,329.95
3/21/2019,294.4
9/2/2019,26.96
5/24/2018,329.95
4/2/2018,0
12/12/2016,149.5
8/26/2017,25.9
7/21/2016,2636
10/16/2018,1507.86
2/11/2019,0
10/16/2015,50.85
3/18/2019,159.95
4/23/2018,2789.75
6/7/2018,8059.4
12/1/2016,0
4/20/2016,957
5/31/2018,1799.85
1/11/2019,297.46
4/28/2016,36
7/7/2017,45.95
4/16/2018,0
7/27/2015,2303
4/10/2019,95.31
7/13/2015,477
10/30/2015,1240.29
12/19/2019,1119.11
3/23/2016,1707
2/1/2018,590.95
8/29/2017,1063.85
5/10/2017,129.35
12/21/2015,0
5/20/2015,0
11/27/2017,69.5
12/2/2015,578.25
6/4/2019,26.96
12/12/2016,5
7/5/2019,0
2/11/2016,6
7/24/2015,0
5/10/2019,1629.85
3/21/2017,1899.75
1/29/2019,899.9
10/27/2015,11322
10/29/2018,0
3/7/2019,4059.3
11/5/2018,1949.85
3/28/2017,7799.35
11/27/2018,149.95
1/14/2019,69.34
10/2/2015,3390
5/13/2017,479.95
8/30/2017,249.95
4/30/2018,4554.61
4/25/2019,0
4/3/2018,-7.11E-15
5/30/2019,0
11/23/2018,54.95
6/18/2019,59.8
7/17/2019,45.95
1/5/2018,44.85
8/10/2017,25.9
10/17/2019,19.95
6/10/2019,1199.9
12/12/2019,2399.75
2/3/2017,239.95
2/16/2016,15
5/19/2017,0
7/20/2015,15
12/6/2018,1044.91
11/17/2015,1139
11/30/2018,1099.9
4/11/2016,897
6/14/2018,499.9
10/2/2019,89.7
12/11/2015,299
12/17/2018,1179.9
12/9/2019,109.5
6/6/2016,87
8/27/2015,3099.15
9/17/2019,142.45
1/22/2018,142.45
9/18/2018,99.95
4/3/2018,1299.9
3/23/2016,70
4/24/2018,489.8
12/15/2015,595
11/21/2018,24.95
8/10/2015,1500.5
3/10/2017,297.95
5/14/2018,626.9
8/28/2019,2649.75
7/29/2019,289.95
10/10/2016,1587
11/13/2019,340.36
8/7/2017,15.95
6/1/2018,296.95
2/8/2017,0
10/22/2015,1017
5/16/2015,58
10/2/2019,1766.86
10/21/2016,50
2/27/2017,289.9
5/15/2019,59.85
12/10/2016,224.25
1/3/2018,14.95
12/7/2016,3581
2/23/2018,854.86
9/24/2015,39.96
10/23/2018,0
6/16/2015,684
7/2/2019,0
11/4/2016,249.58
2/6/2016,0
9/9/2019,31.9
6/19/2017,450.45
3/13/2019,719.95
10/6/2016,468
11/7/2019,104.99
7/5/2018,599.9
12/24/2018,1559.8
12/4/2018,449.95
2/15/2018,6.95
1/2/2017,150
8/1/2019,-40.05
12/30/2015,0
2/12/2019,3059.75
5/9/2017,565.31
6/13/2019,1309.85
3/6/2017,1799.8
2/18/2016,0
8/26/2017,129.95
9/13/2016,0
7/24/2015,0
4/17/2015,1068
1/4/2017,1916
2/2/2017,1804.75
5/1/2019,15.95
10/15/2019,249.95
7/20/2018,91.9
5/26/2015,313
3/6/2018,939.9
12/16/2017,2699.55
12/20/2017,-545.89
8/29/2018,0
12/14/2015,0
2/6/2019,709.9
8/1/2019,649.95
2/14/2017,6136.15
5/22/2018,12.95
11/22/2019,289.95
9/30/2016,615
10/15/2018,25.9
12/16/2019,0
5/9/2015,3623.65
12/29/2015,299
2/15/2017,379
8/15/2016,0
4/15/2015,417
8/29/2017,832.41
8/16/2017,-40
9/17/2018,1044.9
12/30/2015,0
2/28/2017,199
10/18/2019,69.1
8/1/2018,439.95
8/13/2018,29.95
12/15/2015,200
9/13/2017,3959.51
9/9/2019,12791.31
6/14/2019,90.35
9/25/2017,42.7
5/17/2017,1709.81
3/30/2017,91.8
12/9/2016,2384
10/6/2017,1019.9
8/17/2017,4279.35
2/20/2019,66.31
7/28/2016,698
4/25/2019,554.45
4/25/2018,3269.5
5/29/2018,759.9
5/15/2018,144.95
4/15/2019,54.87
3/14/2018,422.96
3/7/2019,1225.6
1/5/2017,4790
5/28/2015,0
7/11/2019,1039.85
8/26/2016,249
5/1/2019,449.95
9/16/2019,45.95
5/9/2018,64.59
5/28/2015,0
3/14/2016,72
9/21/2017,51.8
2/7/2017,4797.85
11/2/2015,0
12/3/2018,3179.63
10/3/2018,2924.71
12/6/2017,1166.52
12/14/2015,370.29
8/21/2018,2399.8
6/8/2015,997.5
5/25/2018,314.85
11/16/2018,0
3/20/2017,519.95
9/19/2019,989.9
9/18/2018,1439.9
10/17/2018,183.89
9/6/2017,99.95
4/11/2019,899.9
2/13/2018,554.62
2/22/2018,1115.9
10/4/2017,297.95
5/9/2015,0
10/23/2019,0
4/20/2017,899.9
5/26/2016,168
6/22/2016,579
5/22/2019,4179.25
7/12/2019,0
5/3/2016,139.65
7/24/2019,0
5/9/2019,6279.22
7/18/2018,15.95
9/25/2018,224.95
6/25/2019,450
5/25/2017,89.96
9/22/2017,837.8
7/6/2017,251.95
5/7/2016,393
9/8/2018,499.75
11/23/2015,15
4/1/2016,847
10/15/2019,41.86
7/6/2016,299
10/23/2018,-3.55E-15
1/28/2016,1347
7/10/2017,12.95
4/2/2018,0
6/24/2016,59.94
8/29/2019,1309.77
11/13/2018,129.5
12/9/2017,4256.63
5/20/2017,404.95
10/16/2019,95.85
2/20/2019,1594.8
7/11/2015,246.75
3/3/2017,64.75
2/27/2016,1587
1/11/2018,-7.11E-15
5/18/2015,8.99
4/26/2017,0
8/12/2019,649.75
9/22/2017,0
7/22/2015,0
6/27/2017,498.8
10/15/2016,0
11/15/2016,0
11/4/2016,1472.05
10/31/2019,29.95
4/10/2017,0
12/13/2019,0
1/27/2018,15.95
9/11/2015,1118
11/12/2018,20
12/12/2018,0
12/13/2016,3992
6/24/2016,149.9
12/13/2019,239.31
12/19/2015,0
9/13/2018,0
1/10/2017,294.55
8/9/2019,0
4/21/2017,849.9
9/22/2017,397.9
11/30/2015,24
8/6/2019,0
11/6/2018,1199.7
12/14/2019,3070.96
4/22/2016,478
8/27/2019,2779.75
7/2/2018,0
12/27/2019,219.9
7/12/2016,179.55
6/21/2019,118.11
8/28/2019,224.85
1/22/2016,399
11/11/2019,15.95
1/29/2016,100
8/12/2019,-3.55E-15
9/12/2016,2053.65
12/17/2018,1289.85
6/14/2016,57
7/5/2018,134.55
9/17/2015,4719
9/8/2016,1875
1/11/2018,79.6
2/2/2018,2119.8
9/21/2017,899.9
11/18/2015,258
8/18/2015,0
7/5/2019,664.9
6/28/2018,87.6
6/1/2016,160
7/19/2016,0
4/23/2018,181.3
10/3/2019,190.33
2/7/2017,1647.5
7/31/2018,20.81
5/7/2016,100
10/2/2017,5769.55
5/8/2018,4799.4
1/20/2016,598
10/1/2019,499.95
10/19/2017,1748.45
9/24/2016,1098
5/17/2017,977.3
6/24/2015,4611.75
6/4/2019,239.6
3/22/2018,3539.42
8/30/2016,50
10/15/2016,1316
11/26/2019,3077.21
12/6/2017,1.78E-15
2/15/2019,1071.64
4/23/2016,299
10/12/2017,469.95
8/5/2016,99
8/16/2017,1799.8
9/14/2018,1179.8
8/7/2019,410.56
12/21/2015,1098
9/19/2019,1082.86
12/13/2019,146.75
6/4/2018,341.96
3/5/2019,1462.81
11/15/2018,0
5/2/2017,2678.6
7/24/2018,14.95
11/21/2016,217.5
8/22/2019,829.85
5/29/2018,619.95
1/25/2017,360.95
3/7/2018,116.55
9/26/2019,997.36
5/31/2019,229.8
9/21/2018,4.95
10/4/2016,3490
12/22/2016,1080
9/11/2019,743.7
11/4/2019,34.91
5/20/2016,38.5
12/7/2019,12.95
5/9/2017,841.85
8/1/2019,179.55
1/13/2016,15
1/25/2018,421.96
5/11/2018,74.45
12/2/2015,99.53
10/12/2016,0
1/26/2016,0
8/11/2015,2495
9/27/2017,89.66
4/22/2019,1579.75
5/6/2017,359.95
6/18/2018,1400.85
6/17/2019,1323.8
9/29/2015,254
10/11/2019,0
12/12/2015,267.65
12/8/2016,6487
2/27/2017,1268.55
10/31/2019,12.95
9/9/2016,75
6/8/2016,766.15
7/9/2015,104.65
12/11/2018,1199.9
5/19/2016,1197
12/19/2015,89.7
12/26/2019,1649.85
6/4/2019,266.56
2/15/2016,0
1/18/2019,779.85
10/17/2016,0
12/30/2015,90.5
6/27/2018,-7.11E-15
8/10/2017,0
2/12/2016,419
1/19/2018,0
11/30/2019,19.95
9/29/2017,0
9/13/2017,179.92
10/25/2017,2249.75
11/15/2016,399
1/10/2018,878.7
8/21/2019,1828.81
2/9/2018,0
12/2/2017,0
8/21/2017,0
8/2/2017,296.96
9/22/2017,15.95
12/21/2016,0
2/27/2019,68.85
9/17/2018,360
12/27/2019,4949.55
4/28/2016,958
2/12/2016,2345
6/20/2016,2645
6/6/2018,0
5/7/2018,129.95
1/22/2016,1796
12/12/2019,0
11/2/2017,0
11/29/2016,3894
4/6/2018,99.95
8/6/2015,599
2/20/2019,3679.7
7/1/2016,3393
11/25/2015,0
10/29/2019,989.85
5/31/2018,132.67
10/21/2019,11.96
6/22/2016,3993
9/7/2019,1469.76
5/8/2018,1949.85
5/10/2018,2799.65
8/22/2017,31.9
10/22/2019,2194.8
2/8/2019,467.95
1/16/2016,8151
7/19/2016,8.99
5/11/2018,57.85
7/19/2016,1138
11/8/2019,145.26
7/26/2017,159.95
4/12/2018,2397.8
4/17/2019,1679.15
9/28/2017,6866.96
6/25/2015,375
10/18/2016,0
9/4/2019,1418.06
5/6/2019,1759.85
6/7/2019,24.95
7/7/2017,15.95
6/23/2017,75.64
12/12/2019,31.9
3/6/2019,19.96
1/25/2018,1149.9
2/1/2016,111.75
3/16/2017,25.9
3/17/2016,300
1/5/2017,29
6/14/2017,4458.25
11/21/2018,2414.66
5/10/2017,4499.25
7/7/2017,1249.75
9/13/2016,159.6
11/25/2019,2231.66
10/22/2019,83.7
8/30/2018,379.95
12/2/2016,189.81
8/31/2018,636.75
10/17/2018,129.5
6/27/2017,1349.85
7/5/2017,939.9
6/14/2017,0
11/9/2018,1202.41
7/19/2016,2961
9/13/2019,38.85
3/25/2017,299.95
8/30/2016,1012
10/17/2019,-3.55E-15
7/10/2018,109.5
11/16/2017,499.95
10/15/2015,19.98
9/16/2017,1139.85
5/17/2016,30
1/18/2019,309.95
10/22/2018,1079.9
9/10/2019,1429.85
11/1/2016,87
8/8/2016,2116
5/1/2017,2279.7
12/16/2017,212.06
5/15/2015,0
10/7/2015,22
10/6/2016,1855
1/8/2019,0
2/1/2018,0
10/9/2017,34.06
5/7/2015,0
12/16/2017,1212.07
4/25/2019,329.95
12/6/2019,175.21
4/26/2018,0
5/8/2015,3152.75
9/26/2017,1259.9
4/23/2016,2939
9/24/2016,44.85
11/4/2019,99.9
9/8/2018,649.95
1/22/2019,1059.85
12/27/2017,1999.75
7/14/2016,1772
1/19/2018,1487.85
11/18/2019,41.93
5/21/2015,1587
9/17/2018,317.85
3/29/2017,0
6/8/2017,0
5/18/2017,79.6
8/25/2015,559
11/30/2017,572.85
2/7/2018,0
2/16/2017,12.95
7/14/2017,659.9
11/19/2019,619.95
8/13/2018,6.95
3/1/2018,600
7/21/2016,3913
1/9/2017,4679.55
10/25/2018,389.96
12/9/2019,0
9/30/2015,0
5/14/2019,-70
11/26/2018,5786.98
9/14/2017,799.9
6/1/2016,249
1/27/2016,529
12/6/2017,39.9
9/22/2017,159.95
5/22/2018,799.9
2/21/2019,299.85
6/6/2018,799.9
12/17/2015,838
8/25/2017,3027.71
2/14/2019,0
11/15/2018,-7.11E-15
4/3/2015,329
4/17/2015,156
12/11/2017,17.95
8/24/2016,1497
1/2/2018,0
7/22/2019,144.95
4/6/2016,0
5/9/2015,44.86
11/29/2018,3546.96
11/20/2017,490
4/3/2018,449.95
10/11/2018,1139.85
5/13/2015,0
11/13/2017,0
7/20/2016,1137
5/17/2018,1014.85
3/31/2016,417
5/26/2017,1145.65
12/29/2015,3703
4/2/2019,2394.6
2/1/2018,5308.99
9/13/2017,1217.29
11/25/2015,447.55
2/2/2018,51.8
1/23/2019,13389.24
7/21/2015,675
8/3/2017,39.9
11/3/2016,1539
6/25/2019,499.95
8/13/2016,646.2
8/24/2018,1368.74
11/21/2016,4770
1/14/2016,0
4/5/2017,4199.3
10/24/2019,5865.71
10/5/2015,0
10/20/2016,99
1/14/2016,33435.65
10/8/2019,1747.41
6/8/2016,89.85
2/23/2017,899.07
12/28/2016,1495
1/11/2018,7028.84
1/4/2017,5352
6/30/2015,898
4/23/2016,4720.26
4/28/2017,10.95
9/24/2018,20017.14
12/19/2018,19096.27
6/26/2019,1449.8
7/11/2019,72.51
11/16/2016,3269
12/7/2016,26447
8/4/2017,24
11/18/2016,891
6/9/2015,200
12/7/2017,4890.28
2/19/2016,177
7/10/2018,99.75
12/26/2018,1285.63
4/14/2017,225
9/16/2015,21678.5
8/8/2017,0
2/15/2016,0
7/13/2017,23397.12
9/12/2016,4406
7/10/2019,69.95
3/30/2017,1559.85
9/1/2017,1518.45
3/21/2016,1347
10/3/2019,2159.76
12/23/2019,15.95
9/4/2018,219.92
5/22/2019,518
12/9/2016,22974
5/24/2017,74.75
4/5/2019,629.95
11/3/2017,1349.5
5/4/2018,1014.65
12/10/2015,76.49
3/8/2019,6099.2
5/9/2015,784
9/17/2018,545.8
6/24/2016,0
4/12/2017,498.8
6/27/2018,14.25
6/29/2015,5148
1/25/2019,0
4/26/2017,449.8
12/10/2018,3999.31
12/19/2016,1922
11/29/2016,1350
12/2/2016,898
10/7/2015,1796
9/25/2018,126.77
4/16/2015,15
12/3/2018,32359.54
8/30/2016,12
5/3/2018,1959.75
4/25/2017,2189.8
4/26/2016,891
12/17/2017,5369.11
10/8/2019,3469.35
11/26/2019,0
4/27/2018,129.35
3/1/2017,1199.8
7/9/2018,439.9
4/16/2019,439.01
9/29/2015,5449
12/6/2017,1736.81
2/21/2017,194.6
10/20/2018,447.86
4/30/2018,74.95
10/15/2015,15
2/1/2019,271.28
6/9/2015,397
7/16/2015,22454.25
3/22/2018,911.66
5/24/2018,1789.85
2/14/2018,63.8
5/19/2016,4101
12/2/2019,111.6
11/4/2016,1395
3/7/2016,129
7/18/2017,2001.81
8/19/2019,3229.75
12/7/2018,1919.25
12/23/2015,9329
8/29/2017,56.91
5/8/2018,3299.5
7/3/2018,1119.86
6/22/2015,4440.25
12/7/2015,12083
9/16/2017,199.9
7/18/2019,999.85
1/12/2018,20.65
9/5/2019,19.95
2/14/2018,0
12/17/2019,548.95
11/27/2018,559.9
12/20/2016,4990
10/8/2015,0
4/23/2018,4352.87
8/16/2019,832.41
12/22/2017,549.95
3/20/2019,28.41
8/30/2017,8017.53
10/10/2018,549.95
3/1/2019,559.9
10/29/2018,359.95
5/8/2018,8.95
8/4/2015,99.75
8/21/2017,85.75
9/3/2015,1058
7/25/2018,529.95
8/22/2019,0
10/14/2015,699
5/23/2018,0
7/10/2015,649
2/12/2016,224.85
9/21/2016,0
8/5/2019,84.95
9/23/2016,1553
8/12/2015,898
12/15/2017,1799.8
10/19/2018,721.9
7/26/2018,1455.46
12/14/2016,15
5/31/2017,379.95
3/1/2016,85
11/20/2015,15
8/31/2018,955.65
10/5/2018,0
4/5/2017,2849.75
9/20/2016,504
7/19/2019,799.9
8/26/2017,0
6/18/2018,649.95
2/8/2019,197.85
10/20/2017,404.96
10/29/2019,1999.8
6/4/2019,0
9/7/2018,199.9
10/26/2016,529
8/13/2019,189.9
10/4/2017,0
7/29/2015,39
11/3/2016,195.75
6/1/2017,224.96
12/28/2017,659.9
9/8/2016,85
8/24/2016,449
12/31/2018,52.42
11/28/2018,379.95
1/18/2017,798
1/19/2017,1559.85
3/7/2019,799.9
12/1/2018,1634.36
9/9/2015,45
12/12/2015,479
11/14/2016,499
10/14/2019,889.85
1/9/2019,349.95
6/27/2018,999.8
8/10/2018,584.95
1/30/2017,449.95
6/18/2015,1327
12/2/2019,625.95
10/3/2017,0
2/21/2018,0
7/9/2019,499.9
7/26/2018,379.95
2/20/2019,379.95
5/20/2019,479.95
9/2/2016,524
7/23/2019,549.95
1/24/2019,476.95
6/1/2018,79.8
2/7/2019,399.95
11/4/2015,664.15
12/16/2016,798
2/2/2016,90
1/30/2016,12
9/23/2017,449.95
4/10/2019,1364.81
12/2/2019,0
5/16/2017,49.95
10/21/2019,464.85
10/16/2019,12.76
2/20/2019,1499.85
12/26/2019,0
7/5/2019,34.44
4/8/2017,479.95
12/9/2019,36
5/18/2016,399
11/14/2015,299
5/9/2017,49.75
4/24/2018,44.85
12/19/2016,499
1/29/2019,479.95
3/6/2019,469.95
8/26/2016,0
4/4/2019,399.95
9/16/2017,20.85
9/16/2019,0
2/2/2017,519.95
11/9/2015,2236
8/31/2018,129.95
5/22/2018,449.95
1/21/2016,-900
11/13/2019,-800
9/26/2019,104.9
2/13/2017,-1000
10/16/2016,474.05
4/5/2018,659.9
8/11/2016,0
3/16/2017,0
7/11/2018,499.95
1/16/2019,499.95
1/10/2017,379
4/22/2015,898
4/26/2019,154.95
10/2/2018,699.92
7/14/2015,20
12/3/2018,19.95
7/18/2017,59.9
11/18/2015,199
1/17/2017,1039.9
9/30/2019,-719.95
9/5/2019,-600
7/25/2019,999.9
12/11/2015,0
3/14/2018,599.95
1/25/2017,1236.65
1/11/2019,130.28
3/3/2016,2931.83
1/24/2019,6940.86
9/27/2017,919.9
6/21/2017,1239.35
9/17/2018,0
1/27/2016,1896
12/28/2017,335.31
12/11/2015,113766.5
2/21/2017,4285.13
6/20/2019,7.11E-15
7/7/2016,1181
8/13/2018,3686.76
1/24/2018,19.95
12/13/2018,4226.58
8/14/2018,2409.75
12/19/2017,5159.36
12/5/2016,26550.75
2/17/2016,5752
9/20/2018,198.95
1/10/2017,4378
12/7/2019,3772.8
1/4/2018,86.86
10/31/2015,686.5
1/3/2017,1305
11/29/2016,469
6/1/2015,1298
5/20/2019,934.36
12/17/2015,170
5/25/2018,99
1/23/2016,555
11/8/2018,344.85
7/26/2018,310.8
6/4/2016,436
4/10/2015,6767
11/11/2016,348
3/2/2016,192
3/20/2018,6991.31
11/9/2016,324
10/20/2016,80
1/3/2018,3119.4
12/1/2017,34311.86
1/10/2017,2772
4/26/2018,367.01
9/2/2015,255
1/4/2019,779.7
7/12/2016,13777
5/30/2018,649.75
6/24/2019,1099.3
2/5/2019,3295.56
12/12/2018,3.55E-15
12/5/2016,1800
9/26/2018,1268.86
6/2/2016,1470.25
10/26/2015,36
9/16/2019,1338.45
4/26/2018,-7.11E-15
12/10/2018,298.98
5/17/2016,2644
9/19/2018,0
11/29/2018,53.87
6/4/2015,9423.75
3/1/2017,19.95
11/15/2017,2743.97
10/20/2016,1881
8/11/2017,3.55E-15
6/16/2017,1033.66
4/10/2019,779.5
12/8/2015,284.73
9/11/2017,408.12
8/1/2019,1549.93
4/21/2018,1579.87
10/11/2019,0
12/12/2016,144
9/9/2016,1512
4/28/2015,11063
3/26/2019,1139.8
1/26/2016,50
5/24/2019,1269.3
8/17/2017,25.9
10/31/2017,99
11/21/2019,635.96
12/29/2016,391.5
