TRX_DATE,NET_SALES
9/3/2021,26.5
2/4/2021,59.85
2/1/2023,59.9
7/15/2020,3599.7
4/3/2023,92.16
8/29/2022,0
2/18/2022,0
6/20/2022,284.91
11/11/2022,0
7/28/2022,0
1/4/2022,379.95
3/3/2020,329.95
4/8/2021,0
7/13/2020,1199.9
12/17/2021,176.71
1/7/2020,225
10/5/2020,25.9
2/4/2022,404.96
3/15/2023,2080.36
2/27/2020,599.95
12/4/2020,799.9
6/22/2021,2909.76
1/9/2021,0
9/26/2020,14.95
1/26/2021,535.85
2/21/2023,22.45
9/30/2022,0
9/25/2020,5309.56
12/1/2020,347.88
6/16/2020,0
4/23/2021,149.9
8/11/2020,-90
9/13/2021,0
11/21/2022,574.95
10/31/2022,549.95
1/27/2022,18
9/24/2022,959.9
8/27/2020,2.84E-14
8/11/2022,149.75
6/2/2022,449.95
4/27/2021,479.95
6/14/2022,699.9
9/28/2021,1499.85
10/7/2022,0
10/29/2021,0
1/13/2022,50
6/15/2020,-719.9
10/19/2021,487.46
5/24/2021,289.9
5/7/2021,0
3/27/2023,25
6/16/2021,31.9
3/26/2020,989.85
1/23/2021,0
8/30/2022,1049.85
5/4/2021,0
4/6/2020,0
5/14/2021,479.95
3/15/2022,1499.85
1/14/2020,122.42
12/16/2020,449.95
4/7/2022,659.9
4/8/2021,229.9
1/15/2020,1472.85
1/20/2023,769.86
1/24/2023,0
9/30/2021,19.9
8/12/2022,399.95
7/28/2021,0
2/18/2022,1079.85
8/18/2022,39.9
12/7/2020,0
3/18/2022,74.95
7/5/2022,65
11/16/2022,19.95
5/6/2022,509.96
2/25/2020,279.95
7/15/2021,808.7
11/1/2022,29.97
12/29/2020,759.9
9/16/2021,449.95
11/17/2022,0
4/22/2020,0
8/22/2022,999.9
2/12/2021,1349.85
2/7/2020,1929.85
7/12/2021,0
9/2/2020,0
5/11/2020,399.95
8/10/2022,-7.11E-15
2/27/2020,0
3/13/2023,0
7/9/2021,0
3/16/2021,490.95
12/13/2021,499.95
6/11/2021,14.95
10/19/2020,-1159.8
7/13/2021,14.95
9/13/2022,0
3/17/2020,299.85
3/28/2022,0
4/21/2020,29.9
2/16/2022,-600
9/9/2022,309.9
3/20/2023,0
6/22/2020,499.95
10/26/2020,0
1/19/2021,0
12/16/2021,449.95
7/28/2022,0
3/14/2023,212.46
3/30/2020,49.9
5/8/2020,549.95
4/8/2020,22.95
11/5/2021,-400
5/21/2021,999.9
7/17/2020,289.95
3/18/2020,14.95
3/29/2021,405.86
8/19/2022,12.95
7/5/2022,1139.85
1/6/2020,0
12/27/2020,-1159.8
10/8/2021,-600
3/9/2023,45.95
4/7/2022,379.95
12/29/2021,-180299.01
4/16/2020,0
4/6/2020,379.95
8/9/2020,0
10/18/2021,-539.95
7/14/2022,0
3/10/2022,30.95
5/28/2022,0
10/14/2022,24.95
1/7/2021,0
8/13/2020,0
10/16/2020,0
7/1/2021,0
6/3/2022,0
6/17/2022,6.95
7/21/2020,-200
7/23/2020,0
1/3/2021,0
12/20/2020,-329.95
3/2/2021,-349.95
6/9/2022,-89.58
11/6/2022,-149.95
2/7/2021,-399.95
4/9/2023,-289.95
7/26/2021,0
11/15/2022,-449.95
6/28/2020,-584.96
3/21/2021,-139.95
2/20/2022,-129.95
12/8/2020,-499.95
7/1/2022,-192.65
12/3/2020,-229.95
8/6/2020,0
12/2/2020,0
6/8/2022,59.85
11/17/2022,36.91
7/23/2020,0
8/11/2022,199.8
9/24/2020,1199.9
6/30/2021,-29.95
1/24/2023,15.95
6/20/2022,322.96
5/26/2020,22.95
7/20/2022,0
11/11/2020,0
1/24/2022,449.95
2/7/2020,529.95
8/6/2021,24.6
6/3/2020,0
10/21/2022,224.85
7/6/2022,249.95
2/22/2022,1589.8
3/8/2022,12.95
6/15/2021,-800
11/22/2022,629.95
11/26/2021,24.95
10/11/2021,21.32
5/4/2022,0
4/12/2022,499.95
9/24/2021,0
1/18/2021,499.95
3/24/2020,24.95
4/23/2021,-800
6/1/2020,0
5/15/2020,0
12/10/2021,16.95
8/12/2022,278.91
10/21/2022,629.95
8/4/2021,289.95
10/28/2021,549.95
2/22/2021,854.91
1/13/2023,349.95
11/11/2022,15.95
12/7/2022,0
4/5/2021,14.95
3/27/2020,499.95
3/15/2021,0
1/19/2023,0
1/29/2021,0
1/15/2020,-524.95
1/10/2023,55.51
1/7/2020,799.9
7/1/2020,1059.9
3/2/2023,0
8/14/2020,39.9
2/18/2022,74.95
12/16/2022,-300
6/28/2021,14.95
7/26/2022,449.95
4/7/2020,529.95
5/11/2022,329.95
3/14/2023,0
9/20/2021,24.95
5/18/2021,549.95
12/1/2020,12.95
10/27/2021,1.41
1/14/2020,-1049.9
2/22/2023,0
9/30/2020,85.95
2/18/2022,0
7/11/2022,-300
1/20/2020,0
7/7/2021,74.95
8/29/2020,899.9
12/10/2021,-300
6/14/2022,439.95
6/14/2021,-237.96
3/6/2022,-279.95
9/16/2021,0
1/18/2021,-200
12/22/2020,0
12/21/2020,0
3/15/2021,0
2/5/2021,0
2/26/2021,0
8/26/2020,-699.9
8/2/2022,0
5/19/2022,-24.95
2/17/2021,0
7/19/2022,-324.95
4/17/2022,-599.95
4/10/2022,-6.95
7/20/2020,-738.19
9/29/2020,0
12/7/2022,-373.96
9/25/2022,-39.95
3/6/2023,-79.95
10/17/2022,-359.95
3/14/2021,-99.95
1/9/2022,-299.95
1/10/2021,-574.95
10/2/2022,-629.95
1/28/2020,-269.95
9/14/2021,-529.95
12/14/2021,-399.95
9/1/2022,-649.95
6/8/2021,0
2/7/2020,529.95
11/3/2020,1349.85
2/2/2021,89.85
3/25/2022,134.95
8/23/2021,719.9
12/15/2021,79.8
10/11/2021,150
3/22/2021,767.85
8/16/2021,39.9
4/26/2021,19.95
1/22/2021,379.95
6/24/2020,1449.85
6/15/2020,16.95
3/11/2020,0
9/9/2022,699.9
3/4/2020,209.85
4/22/2020,1339.8
1/18/2022,1149.85
3/18/2020,-49.95
7/21/2021,36.88
2/7/2022,1499.85
3/15/2021,231.9
7/20/2020,89.85
12/8/2021,449.95
9/1/2020,0
4/7/2020,45.95
1/12/2021,1147.37
9/22/2020,899.9
3/9/2022,0
10/27/2020,1877.95
5/7/2021,0.71
11/28/2022,19.96
7/28/2020,115.95
10/12/2021,0
1/8/2020,0
12/7/2020,0
3/4/2021,399.95
7/15/2021,4199.65
6/12/2020,299.85
8/18/2021,48.05
4/11/2023,429.95
7/22/2022,0
11/2/2022,24.95
1/11/2023,41
1/17/2020,99.95
10/1/2021,399.95
8/30/2022,34.95
7/27/2022,1649.85
8/2/2022,29.95
3/31/2022,0
2/11/2021,0
6/18/2021,61.95
11/11/2022,15.95
9/8/2022,349.95
2/4/2021,649.95
3/1/2023,19.95
4/6/2021,379.95
1/25/2021,449.95
11/26/2022,659.9
1/23/2023,0
1/26/2021,-1000
7/26/2022,0
7/15/2022,629.95
10/15/2022,299.95
10/26/2021,-2149.8
8/1/2022,479.95
1/3/2020,799.9
2/24/2020,0
9/26/2022,814.95
3/13/2023,54.95
10/22/2020,154.95
10/5/2021,0
2/3/2022,0
4/1/2021,347.85
11/11/2022,29.95
2/14/2023,0
1/7/2022,349.95
7/20/2020,74.95
5/19/2021,499.95
5/5/2021,479.95
6/15/2020,29.95
2/23/2022,439.95
9/22/2021,0
6/4/2020,25.9
10/18/2020,-1739.7
8/24/2020,0
1/22/2020,-2949.55
6/7/2021,0
1/6/2020,-100
6/9/2020,449.95
8/3/2022,499.95
2/11/2020,14.95
12/10/2021,-195
3/13/2020,336.95
7/21/2020,399.96
3/8/2023,39.95
1/31/2023,29.95
5/9/2020,144.95
1/5/2023,0
3/8/2022,12.95
6/23/2022,0
10/13/2021,-99.95
12/23/2020,0
3/8/2023,-629.95
2/6/2020,499.95
1/18/2021,3124.69
2/11/2021,2879.76
4/19/2021,0
11/5/2020,1999.8
1/23/2020,919.9
11/17/2022,1739.85
12/12/2022,3344.76
1/17/2020,225
4/29/2022,449.95
2/1/2021,11.42
6/1/2020,59.85
12/21/2021,0
11/16/2022,56.86
2/4/2021,59.8
10/5/2022,0
3/2/2020,2749.75
1/17/2022,3179.7
11/8/2021,0
10/18/2021,0
3/18/2020,529.95
4/16/2020,849.9
4/26/2021,854.91
6/8/2021,2399.7
8/31/2020,197.85
3/11/2021,1949.85
3/6/2020,1199.9
4/19/2020,150
6/21/2021,1429.86
9/28/2020,0
9/21/2022,31.07
6/9/2022,-29741.94
11/2/2021,499.95
8/14/2020,15.95
7/14/2020,659.9
6/20/2022,359.95
6/10/2020,14.95
9/8/2022,-3.55E-15
2/9/2023,14.95
9/25/2020,0
7/13/2020,449.95
9/30/2020,450.95
5/27/2020,0
2/1/2021,12.96
4/20/2022,1199.9
11/29/2021,59.85
8/27/2021,0
2/14/2022,549.95
11/10/2022,0
1/18/2021,0
2/25/2022,29.95
4/2/2021,899.9
3/13/2023,56.9
3/30/2022,39.9
7/20/2022,0
2/1/2023,382.46
6/18/2021,45.95
6/27/2022,1199.85
8/9/2022,4374.56
11/11/2020,0
9/8/2022,0
6/10/2022,699.95
5/21/2021,599.95
7/1/2020,1139.85
9/23/2020,462.98
4/15/2022,34.92
5/18/2021,-1100
12/14/2020,1139.85
8/26/2022,0
10/29/2021,0
2/3/2021,59.75
3/11/2020,559.9
9/13/2021,0
4/17/2020,1199.9
7/6/2022,-1000
2/24/2022,499.95
5/6/2021,0
1/31/2022,1017.41
1/31/2022,549.95
1/27/2021,-59.9
10/4/2021,-1100
3/3/2021,89.95
1/20/2023,536.02
2/8/2023,499.95
2/3/2022,25.9
3/14/2022,399.95
1/17/2020,14.95
2/24/2022,0
11/5/2021,449.95
1/15/2021,12.95
2/24/2020,659.9
10/26/2021,449.95
6/10/2020,-110.47
11/4/2020,0
3/7/2023,-49.98
2/22/2022,1399.9
2/12/2021,11.95
8/4/2021,150.95
1/3/2023,24.95
4/1/2022,1367.86
9/23/2020,0
9/3/2020,450.95
2/13/2023,149.95
3/9/2023,19.95
11/4/2022,-900
11/18/2022,449.95
12/14/2021,24.95
8/28/2021,75
9/20/2022,0
9/12/2022,-1300
4/5/2023,249.95
11/1/2022,339.96
11/4/2022,814.95
5/5/2022,25
8/22/2022,699.9
1/31/2020,449.95
1/9/2023,0
10/30/2020,449.95
12/20/2022,0
10/14/2020,-869.85
9/27/2020,499.95
10/7/2020,299.95
4/5/2022,0
1/29/2021,116.95
3/19/2021,1251.9
6/17/2022,0
9/25/2020,-1639.41
4/22/2021,0
9/28/2020,499.95
4/13/2021,399.95
4/12/2022,24.95
3/2/2023,12
9/28/2020,449.95
7/27/2022,-39.95
2/16/2023,0
4/9/2021,0
3/24/2021,39.9
1/21/2022,349.95
9/23/2020,548.95
12/28/2022,19.95
1/14/2021,0
8/2/2022,629.95
1/3/2023,-17.89
6/5/2022,-869.85
3/24/2021,379.95
7/15/2022,0
6/1/2022,0
6/20/2022,39.95
6/30/2021,-14952
3/28/2023,549.95
5/26/2021,-517.91
5/28/2021,9.95
1/29/2021,0
12/27/2022,0
10/6/2020,-349.95
1/30/2023,0
6/22/2020,115.95
11/28/2020,-285
3/8/2023,0
12/12/2021,0
8/25/2021,0
6/17/2021,-107.31
10/10/2021,-299.95
12/13/2021,0
6/12/2020,0
2/28/2021,-299.95
10/4/2021,-75.7
8/19/2020,-329.95
11/28/2022,-339.95
5/17/2021,-259.9
6/6/2021,-129.95
2/21/2021,-12.95
2/28/2021,0
4/24/2020,-199.95
7/24/2022,-49.95
1/12/2020,-269.95
6/19/2020,0
12/5/2022,-289.95
5/23/2021,-359.68
2/19/2020,0
8/2/2022,12.95
1/25/2022,19.95
8/24/2022,0
11/9/2021,91.9
6/17/2020,-850.44
1/23/2023,-350.16
1/10/2022,12.95
10/18/2021,12.95
3/6/2020,479.95
11/3/2021,899.9
9/7/2021,11.95
1/31/2020,45.95
5/10/2022,19.95
8/14/2020,499.95
1/31/2020,-52294.61
4/29/2021,25.9
4/29/2020,0
7/22/2022,499.95
3/3/2022,39.9
6/23/2022,0
10/25/2022,499.95
4/20/2020,519.95
2/26/2021,-300
4/3/2020,-329.95
12/19/2021,0
6/15/2022,0
3/8/2023,0
7/13/2021,0
11/21/2021,-199.95
5/30/2022,-134.95
10/7/2020,0
1/31/2021,48512.04
6/28/2022,-700
4/10/2022,-659.9
1/29/2023,-399.95
3/31/2022,0
12/27/2021,-29.95
8/15/2021,-579.9
2/27/2022,-289.95
11/28/2021,-59.9
4/1/2023,-509.96
4/27/2021,-67.46
3/14/2021,-319.96
3/5/2023,-289.95
2/8/2021,0
11/1/2020,-149.95
1/30/2023,0
2/8/2022,-349.95
1/24/2021,-129.95
6/29/2021,-37.95
8/2/2020,-144.95
9/1/2021,0
11/10/2020,0
1/10/2020,19.95
2/23/2021,12.95
1/27/2022,29.95
11/28/2021,0
12/20/2020,-479.95
1/10/2021,-129.95
4/13/2021,386.85
2/12/2020,-700
7/25/2021,-599.9
9/8/2020,0
10/23/2020,0
1/21/2022,0
4/13/2021,0
10/26/2020,-524.95
11/24/2020,0
8/21/2020,0
5/25/2021,0
9/21/2020,0
7/26/2020,0
3/12/2021,0
8/4/2020,0
12/10/2021,0
1/9/2022,-259.9
3/21/2021,-14.95
10/31/2021,-289.95
3/14/2022,-359.95
2/28/2021,-399.95
4/16/2021,-240.88
4/1/2020,-167.86
10/22/2020,0
7/18/2022,-499.95
3/28/2021,-599.95
7/20/2021,-129.95
8/15/2021,-6.95
8/31/2020,-349.95
1/8/2020,0
6/26/2022,-14.95
1/31/2021,-129.95
2/28/2023,149.9
6/29/2022,489.9
1/26/2022,529.95
2/9/2021,3009.57
12/12/2022,449.95
11/17/2022,624.95
8/17/2022,349.95
7/29/2021,0
5/25/2021,0
1/12/2021,1139.85
3/8/2021,29.95
10/22/2022,0
10/26/2022,0
2/16/2021,12.95
12/22/2022,604.31
7/14/2020,0
1/3/2023,63.7
1/19/2021,39.9
3/9/2022,51.8
4/4/2022,1649.85
4/25/2022,0
7/23/2021,599.95
9/9/2020,3622.01
12/14/2022,188.45
9/29/2021,1399.8
2/1/2022,1049.85
6/3/2022,419.96
9/4/2020,1649.85
10/1/2021,0
6/6/2022,59.9
1/23/2023,0
8/9/2022,699.9
3/18/2020,899.9
3/1/2021,37.91
8/25/2020,0
1/10/2023,584.95
2/9/2022,74.85
3/3/2022,579.9
10/25/2021,11.95
2/24/2021,129.95
3/13/2020,599.95
7/26/2022,0
2/28/2022,74.95
6/3/2021,2249.75
10/11/2022,649.95
1/19/2022,45.95
6/27/2022,899.9
2/26/2020,279.95
3/22/2023,0
2/21/2021,150
10/9/2020,0
11/12/2020,144.95
5/23/2022,249.95
10/3/2022,6.95
11/28/2020,959.9
9/30/2020,439.95
2/23/2023,139.45
11/23/2022,-600
8/5/2022,75
2/1/2022,0
2/5/2020,529.95
12/2/2020,224.95
9/23/2022,63.84
9/16/2022,799.95
3/30/2023,29.95
3/2/2022,0
6/21/2021,249.95
10/30/2020,19.95
11/2/2021,12.95
3/22/2022,74.95
7/13/2021,0
8/20/2021,449.95
11/30/2021,129.95
10/4/2022,0
1/6/2020,659.9
2/23/2022,659.9
7/27/2020,499.95
3/21/2022,0
2/9/2021,-1600
10/6/2021,44.91
11/20/2020,0
6/2/2022,9.95
4/28/2022,449.95
1/7/2022,449.95
1/31/2020,1499.85
12/9/2022,0
2/1/2022,449.95
11/15/2022,0
1/20/2022,19.95
6/29/2021,0
12/11/2020,-79.9
2/21/2020,0
3/24/2020,289.95
11/29/2022,0
12/28/2021,-549.95
1/15/2020,0
6/28/2021,449.95
10/20/2021,99.95
10/21/2021,0
7/27/2022,549.95
6/25/2020,0
6/18/2020,-719.9
11/8/2020,-524.95
1/7/2021,-239.96
11/14/2022,149.95
9/11/2020,449.95
1/19/2023,45.95
7/15/2020,0
10/7/2020,-95.95
1/17/2023,189.95
3/23/2023,9.95
12/5/2021,-499.95
3/13/2023,559.95
11/23/2021,0
4/29/2022,24.95
4/21/2021,-115.95
9/30/2022,0
9/28/2020,-529.95
8/11/2020,0
9/25/2020,0
7/5/2020,0
7/26/2021,-499.95
1/6/2022,0
8/26/2021,0
3/8/2022,0
5/27/2021,-575.56
5/2/2021,-1149.9
6/7/2021,-289.95
9/29/2022,0
3/7/2022,0
12/21/2021,0
3/9/2022,-479.95
3/2/2021,-379.95
1/20/2020,-499.95
10/31/2021,-159.95
8/22/2021,-289.95
7/25/2021,-49.95
9/8/2020,0
10/16/2020,0
10/6/2022,0
3/8/2022,-280.46
9/7/2020,-379.95
4/2/2023,-329.95
1/12/2021,-379.95
5/18/2021,0
2/14/2020,2479.8
4/6/2023,380.9
2/20/2023,0
8/16/2021,0
8/12/2021,0
6/20/2022,0
3/18/2020,529.95
8/9/2021,0
6/15/2021,50
10/29/2021,66.41
7/14/2022,359.95
9/28/2020,2399.8
2/22/2023,19.9
2/10/2021,2524.8
2/19/2020,0
2/9/2022,999.9
4/20/2022,0
5/5/2021,99.75
3/23/2022,12.95
8/4/2020,341.95
10/27/2021,8.95
3/24/2020,1199.9
10/19/2022,819.94
7/8/2021,15.95
6/28/2021,0
3/15/2022,0
8/24/2020,1949.85
7/7/2021,599.95
5/20/2022,19.95
3/11/2021,29.95
10/19/2022,839.85
1/21/2021,399.96
12/2/2021,1049.9
1/6/2023,442.46
7/2/2021,1059.9
8/15/2022,24.95
11/10/2021,599.95
3/31/2022,39.9
2/3/2023,559.95
5/19/2021,0
1/11/2021,0
10/23/2020,899.9
1/30/2022,75
4/17/2020,399.8
8/5/2021,24.21
2/24/2020,379.95
5/5/2020,279.96
11/1/2022,0
9/22/2021,0
11/27/2021,449.95
7/9/2020,89.7
7/25/2020,899.9
1/4/2022,399.95
6/23/2022,179.96
9/14/2021,349.95
7/6/2020,-1007.91
1/12/2021,149.9
9/1/2022,499.95
2/21/2022,29.9
1/6/2020,269.95
2/24/2023,416.61
10/15/2020,465.9
8/2/2021,9.95
5/18/2020,154.95
9/19/2022,199.9
10/6/2020,0
2/15/2022,499.95
10/22/2021,164.91
6/11/2020,479.96
6/21/2022,89.85
10/7/2022,0
1/23/2023,449.95
12/15/2020,524.95
1/13/2022,-800
6/27/2022,467.46
6/29/2022,479.95
12/7/2021,0
10/14/2021,0
4/5/2022,59.9
3/10/2022,1119.9
8/24/2022,1439.85
8/30/2020,0
1/7/2021,0
6/24/2021,2119.8
4/24/2020,-1523.13
1/10/2023,19.95
8/16/2020,0
3/22/2023,0
3/17/2021,499.95
1/19/2022,379.95
11/18/2022,359.95
8/3/2020,-108.17
8/11/2022,1099.9
10/28/2020,-521.91
2/22/2022,10
2/28/2022,0
10/13/2021,439.95
8/11/2021,15.95
11/27/2020,625.95
3/13/2023,499.95
10/26/2022,0
9/20/2021,39.95
2/2/2023,9.95
10/21/2022,29.95
9/21/2020,0
11/3/2020,0
10/3/2022,0
10/6/2022,-439.95
2/22/2023,0
9/1/2020,0
9/24/2021,0
7/1/2020,0
11/13/2020,-397.45
11/28/2021,-244.9
2/21/2023,39.95
1/28/2021,0
2/8/2021,-499.95
9/29/2021,0
8/24/2021,0
11/12/2020,-299.95
2/28/2021,-99.95
8/1/2021,-474.13
2/14/2021,-449.95
1/6/2021,-234.95
1/4/2021,-419.96
1/27/2021,-59.9
7/22/2020,-353.91
8/2/2020,-129.95
4/3/2020,-90
7/19/2020,-14.95
3/8/2016,0
7/8/2015,449
11/8/2019,0
10/11/2016,5
2/19/2019,-629.9
4/5/2019,359.95
10/9/2016,599
6/19/2015,-329
7/15/2018,-449.95
11/21/2017,-200
11/26/2019,69.95
11/2/2018,-599.95
7/5/2019,-300
12/23/2015,25
9/18/2018,-299.95
11/20/2019,599.95
7/19/2016,45
1/27/2019,-289.95
1/31/2023,45.95
7/13/2022,6739.51
3/30/2021,216.77
12/1/2022,44337.18
4/28/2021,8855.5
8/27/2020,1528.5
3/22/2022,3404.58
9/22/2022,13298.1
7/22/2022,671.76
3/15/2021,2876.95
2/3/2020,-3.55E-15
9/9/2020,1069.6
1/5/2021,673.04
4/7/2021,1609.75
11/28/2022,5029.15
5/15/2020,22.95
9/27/2020,11858
10/21/2020,129.95
3/9/2021,345
1/25/2021,103.6
7/31/2020,6949.92
10/28/2021,-47.92
9/29/2020,1729.1
10/21/2021,5712.6
8/10/2020,2099.7
2/7/2023,87.46
12/8/2020,1520.46
2/2/2022,799.7
4/22/2020,8655.01
9/26/2020,71.01
11/1/2021,1913.72
1/22/2021,529.95
6/21/2022,0
5/12/2022,8652.26
2/1/2020,619.95
9/22/2022,238.22
9/18/2020,1069.55
3/12/2020,389.85
4/5/2022,89.66
7/9/2021,4949.45
9/22/2020,354.42
2/11/2020,47.85
2/17/2022,339.9
10/26/2020,2248.52
7/23/2020,548.86
12/6/2021,289.9
8/17/2021,2154.62
4/29/2022,499.95
7/21/2021,0
8/24/2022,89.85
12/19/2022,2164.47
8/3/2020,13000.63
6/16/2021,1321.21
7/24/2020,166.8
10/28/2022,1679.85
9/7/2022,1739.59
12/21/2022,1936.16
9/7/2022,1899.81
8/18/2021,2909.91
4/16/2021,1569.35
6/23/2021,3679.62
6/1/2020,1259.86
3/11/2022,549.95
9/16/2021,174.65
3/23/2023,2191.27
5/26/2021,889.55
12/23/2021,51.8
10/18/2022,2425.31
10/13/2020,22.06
3/16/2022,49.95
9/6/2022,899.91
9/18/2020,0
8/24/2020,79.75
1/25/2021,2107.17
11/25/2020,2021.83
1/9/2020,818.74
1/20/2020,1439.85
6/6/2022,0
11/12/2020,64.85
10/5/2020,495.66
7/30/2020,1349.85
11/12/2020,9274.23
7/20/2022,49.74
9/23/2022,95.6
9/15/2022,314
11/11/2020,168.35
7/14/2022,799.8
3/16/2020,12.95
2/25/2022,191.77
6/3/2020,1952.06
7/11/2022,1899.81
8/25/2022,2659.62
10/1/2021,196.65
8/11/2022,993.22
3/23/2022,31.9
1/5/2023,39.95
1/27/2021,625.95
12/16/2020,0
8/30/2022,1499.85
6/27/2022,629.96
5/11/2021,83.65
1/25/2023,20.85
1/13/2020,1175.06
3/26/2021,159.95
10/29/2020,31.9
8/21/2020,2677.9
8/23/2022,99.75
8/8/2022,937.02
11/4/2021,59.85
7/17/2020,774.61
2/13/2020,450.46
11/16/2021,325.26
5/21/2021,1150.06
4/7/2023,329.95
2/1/2023,1949.85
4/1/2021,19.95
5/24/2022,119.85
8/24/2020,198.95
4/14/2020,29.95
2/22/2023,952.16
5/12/2022,599.95
4/22/2022,104.25
3/25/2021,-299.95
2/13/2022,-479.9
8/8/2021,-99.95
1/25/2021,0
7/7/2021,0
3/21/2022,0
10/27/2021,-1199.9
10/27/2020,-785.91
7/5/2020,-349.95
12/18/2022,-299.95
10/10/2022,-349.95
7/20/2020,0
4/30/2021,0
5/3/2021,0
5/9/2021,-449.95
8/29/2021,75.03
2/16/2020,-379.95
6/9/2022,-2529.65
6/13/2021,-399.95
9/29/2020,0
10/23/2022,-499.95
7/9/2021,7599.16
9/30/2022,4685.29
2/18/2021,999.9
9/21/2020,3286.57
6/29/2021,0
7/18/2022,549.95
2/23/2023,9.95
10/7/2021,46.94
1/27/2023,44.85
1/28/2022,649.75
10/8/2021,19.96
4/7/2020,5519.55
4/8/2021,0
5/14/2021,0
7/7/2021,109.5
4/5/2023,4749.5
1/25/2021,1819.99
3/9/2023,15.95
3/16/2022,1099.9
2/15/2022,999.9
1/20/2023,22.28
11/12/2020,2497.23
6/7/2021,0
2/17/2022,579.9
2/13/2023,0
12/1/2022,9.95
10/13/2020,375
2/3/2023,0
10/6/2021,449.96
12/22/2020,1509.85
4/29/2020,5591.42
7/21/2022,2099.7
11/4/2021,10.95
4/28/2022,64.75
6/28/2021,38.85
10/14/2021,740.49
12/23/2020,399.95
6/9/2021,288.91
3/13/2023,1599.75
6/17/2020,1739.7
3/17/2020,4199.65
2/6/2023,169.95
3/22/2021,774.68
2/26/2020,569.8
4/11/2022,3745.86
8/6/2021,2782.11
3/23/2022,2573.62
3/20/2020,1940.66
10/27/2022,549.95
2/11/2020,109.12
3/24/2023,0
1/9/2023,0
2/28/2022,1539.61
2/15/2022,174.75
9/15/2020,2939.75
4/30/2020,38.85
3/9/2022,2799.8
3/27/2023,814.85
5/27/2022,599.8
2/23/2023,899.86
2/3/2022,0
9/22/2022,0
3/11/2022,149.95
4/2/2020,1079.41
9/30/2021,0
1/12/2023,34.95
10/15/2021,249.95
12/27/2022,1359.4
1/28/2021,0
12/12/2020,2799.65
3/23/2021,2256.1
1/15/2021,449.96
11/28/2020,0
6/16/2020,1139.85
4/15/2021,5399.55
9/13/2022,4939.62
4/16/2021,59.85
10/22/2022,559.9
2/6/2020,0
2/26/2021,1389.75
4/20/2021,300
9/22/2021,116.81
9/24/2020,0
11/3/2022,439.95
10/24/2022,99.8
11/30/2020,899.9
8/30/2022,1313.91
2/16/2023,5978.02
5/10/2021,0
9/9/2020,45.9
3/14/2022,116.55
8/13/2020,450.95
10/20/2022,464.85
10/4/2021,111.86
2/16/2021,3249.75
6/2/2022,32.85
2/22/2022,0
5/18/2020,139.65
5/16/2022,499.95
8/17/2020,0
7/15/2021,142.32
7/7/2020,2799.6
4/11/2022,29.95
9/28/2020,879.9
3/22/2021,599.95
6/3/2022,499.95
6/16/2021,0
11/17/2021,47.6
1/20/2022,9.95
11/21/2022,1367.86
10/15/2021,39.95
10/21/2020,439.95
1/24/2022,1099.9
5/4/2022,119.8
7/19/2022,13.9
6/23/2022,2099.85
11/25/2020,283.95
11/22/2022,2519.65
7/15/2020,699.9
5/17/2021,719.9
6/11/2021,434.85
9/2/2022,2399.85
6/21/2022,1119.9
1/26/2023,499.95
1/13/2023,324.95
11/7/2022,999.5
12/2/2021,64.66
8/6/2021,359.96
8/5/2021,0
11/5/2020,0
2/7/2022,64.66
6/30/2022,2525.31
12/2/2021,1599.8
4/19/2021,12.95
11/16/2022,499.95
7/28/2022,2029.86
4/9/2021,1499.85
6/5/2020,499.95
4/29/2021,289.9
1/30/2023,277.96
5/10/2021,0
5/19/2022,0
9/10/2021,449.95
7/16/2021,3179.7
10/5/2020,0
2/24/2022,599.95
11/26/2021,0
9/18/2020,29.95
11/20/2020,0
3/17/2023,24.95
11/16/2022,449.95
2/5/2021,-600
2/8/2021,0
10/27/2022,382.46
3/20/2023,224.95
8/3/2020,2677.9
3/25/2022,-300
2/1/2023,0
4/23/2021,434.85
1/6/2022,579.95
11/28/2022,509.95
3/1/2022,30.95
7/15/2020,549.95
8/11/2021,0
8/3/2020,19.95
1/23/2020,0
3/16/2021,89.85
3/27/2023,814.95
1/20/2021,5.95
1/12/2022,0
7/15/2022,24.95
6/2/2021,499.95
10/5/2022,-1199.8
9/26/2021,0
3/6/2020,120
9/15/2020,529.95
8/21/2020,0
8/31/2021,499.95
7/26/2021,14.95
3/31/2023,1259.9
3/3/2022,125.95
1/18/2023,0
6/14/2022,449.95
12/19/2022,49.9
4/13/2020,1589.85
4/8/2022,24.95
6/3/2022,0
2/20/2020,939.9
9/9/2022,549.95
3/3/2022,0
10/15/2022,199.95
9/4/2020,19.95
8/28/2020,529.95
11/19/2022,199.95
2/26/2020,399.95
6/17/2022,1139.85
3/25/2021,1338.95
5/23/2020,0
1/30/2022,-299.95
11/11/2020,499.95
2/14/2023,69.9
8/17/2021,0
12/17/2020,-554.91
9/21/2021,879.9
3/11/2021,12.95
8/29/2022,31.45
1/31/2023,10.95
1/8/2023,-74.95
10/12/2020,399.95
10/12/2020,-104.9
9/25/2022,-299.95
10/17/2021,-299.95
1/24/2023,29.95
9/30/2022,29.95
7/26/2021,269.95
6/3/2020,599.95
1/7/2021,-799.9
1/12/2021,-419.96
8/18/2020,0
11/27/2022,0
7/2/2021,0
9/13/2021,0
10/16/2020,-707.01
12/8/2022,-74.95
