Brand,time_period,qua,nat,compnat
A3,2008-03-10,0.402927815956249,316466,4994807
A3,2008-03-17,0.447205541560567,463294,4231195
A3,2008-03-24,0.428251744825849,303818,4185315
A3,2008-03-31,0.388832387838434,1177002,13576177
A3,2008-04-07,0.387884503485484,1577987,5142352
A3,2008-04-14,0.381463499533647,1906082,5559918
A3,2008-04-21,0.421392692384721,1614878,8779979
A3,2008-04-28,0.388712422776803,1640204,18985722
A3,2008-05-05,0.384717954945058,227636,9467490
A3,2008-05-12,0.440164593239225,1380966,5555694
A3,2008-05-19,0.373876027977542,3710252,4990444
A3,2008-05-26,0.451017387425734,3501098,12741889
A3,2008-06-02,0.464248590712384,400178,6740656
A3,2008-06-09,0.387339145124416,291358,7155972
A3,2008-06-16,0.478502906945264,923628,6753362
A3,2008-06-23,0.409167664392697,1115538,6342419
A3,2008-06-30,0.418841771447131,4042425,11843369
A3,2008-07-07,0.449772686426876,2093392,4806109
A3,2008-07-14,0.458768810525005,1524498,4436034
A3,2008-07-21,0.468045640492496,1962900,2162009
A3,2008-07-28,0.532836596101959,5662013,12659513
A3,2008-08-04,0.450956977776798,6310688,4982627
A3,2008-08-11,0.392527400385526,4031951,6448549
A3,2008-08-18,0.454973212585851,4312523,6893285
A3,2008-08-25,0.40711580353236,3122561,5338186
A3,2008-09-01,0.461894164021717,15127901,16352615
A3,2008-09-08,0.404020179991003,4730095,4356449
A3,2008-09-15,0.43953188767698,4591873,4100110
A3,2008-09-22,0.443547780498105,2586138,3591713
A3,2008-09-29,0.421621721018747,7350784,22576191
A3,2008-10-06,0.393285835013557,1135724,6647502
A3,2008-10-13,0.417651116405653,1265630,9453815
A3,2008-10-20,0.415042585777925,1212685,10957866
A3,2008-10-27,0.440606449287147,4359985,33705706
A3,2008-11-03,0.49538675515984,3226764,7631045
A3,2008-11-10,0.430039988775847,4156049,9120326
A3,2008-11-17,0.45988439533152,2722984,8393820
A3,2008-11-24,0.469454021282082,3509097,15625028
A3,2008-12-01,0.482053651547994,10193245,36296515
A3,2008-12-08,0.465750257567054,4968959,10259593
A3,2008-12-15,0.442957841389256,4485132,12098541
A3,2008-12-22,0.499493442785847,2799793,7460480
A3,2008-12-29,0.42395277117408,4829922,19705107
A3,2009-01-05,0.451120780052292,296785,4120271
A3,2009-01-12,0.537631426802556,397247,3095666
A3,2009-01-19,0.455328373868858,229565,2132023
A3,2009-01-26,0.483994517525483,558338,9989577
A3,2009-02-02,0.444711771575351,251450,1633118
A3,2009-02-09,0.463966691225794,202794,1371576
A3,2009-02-16,0.437776706508524,155829,1642848
A3,2009-02-23,0.432241826436931,71943,9138573
A3,2009-03-02,0.423570733281985,27625,3163708
A3,2009-03-09,0.428189168694021,41737,4280063
A3,2009-03-16,0.404244046619539,29533,5009596
A3,2009-03-23,0.437245986692664,29285,5620818
A3,2009-03-30,0.414692145555549,670168,6517644
A3,2009-04-06,0.384302995544966,52292,1975551
A3,2009-04-13,0.391488532945917,2232661,2023260
A3,2009-04-20,0.463868841216369,3063306,1848795
A3,2009-04-27,0.447807219369885,2339759,8306023
A3,2009-05-04,0.497758326171067,2028155,6209812
A3,2009-05-11,0.496260039613664,2007418,5925328
A3,2009-05-18,0.489946971241188,2568953,5788513
A3,2009-05-25,0.413362980794786,2554972,5938303
A3,2009-06-01,0.458462813289804,4142015,17035146
A3,2009-06-08,0.509141665342156,1371410,3536519
A3,2009-06-15,0.448974960784227,749482,3160669
A3,2009-06-22,0.463662954504153,519261,2026821
A3,2009-06-29,0.467602812408904,3087351,8176468
A3,2009-07-06,0.388325985545604,298328,1275141
A3,2009-07-13,0.34863680494667,64971,1466521
A3,2009-07-20,0.456054470952928,57801,1553909
A3,2009-07-27,0.439499452048451,2321005,9784843
A3,2009-08-03,0.390173163763401,121179,4209918
A3,2009-08-10,0.474583009464886,35300,3155959
A3,2009-08-17,0.475281790583883,94900,983818
A3,2009-08-24,0.431841083989109,119760,2117917
A3,2009-08-31,0.446410252989466,2068355,13143945
A3,2009-09-07,0.473288246703312,3947195,7858094
A3,2009-09-14,0.433879211673311,4027129,9144788
A3,2009-09-21,0.447771635190562,7285310,7866515
A3,2009-09-28,0.43142197623298,7232322,17312732
A3,2009-10-05,0.536112049240416,6331692,6523803
A3,2009-10-12,0.441436475024502,7721189,10312245
A3,2009-10-19,0.489169584445783,3653722,8178776
A3,2009-10-26,0.553748886002945,6472350,24989607
A3,2009-11-02,0.450988293708423,5598773,11986522
A3,2009-11-09,0.428071510224835,5134265,10161996
A3,2009-11-16,0.452275914673984,4646871,8425057
A3,2009-11-23,0.447545031963339,2275614,12401608
A3,2009-11-30,0.461504105745142,3359905,25702859
A3,2009-12-07,0.382962808524535,3077569,9977929
A3,2009-12-14,0.420709061693599,3038219,8128067
A3,2009-12-21,0.454059694115834,2509535,4943137
A3,2009-12-28,0.429602286078478,3271271,11964832
A3,2010-01-04,0.50634156248977,118176,2065413
A3,2010-01-11,0.566119555177849,1992036,1977152
A3,2010-01-18,0.398304351648671,2312975,3432196
A3,2010-01-25,0.49107482619676,1928749,1789888
A3,2010-02-01,0.484689190146825,1616584,5315502
A3,2010-02-08,0.48598008828756,987181,3181139
A3,2010-02-15,0.451938731412539,767397,1799859
A3,2010-02-22,0.437133942365574,927097,1864587
A3,2010-03-01,0.489347154534214,4101492,8472922
A3,2010-03-08,0.465975137604879,92239,5839504
A3,2010-03-15,0.490500810650366,35202,4909410
A3,2010-03-22,0.463178531874295,2114267,15542535
A3,2010-03-29,0.465274107010255,2510487,11550015
A3,2010-04-05,0.498956439343419,2412886,7126154
A3,2010-04-12,0.430967025732796,2808430,3011564
A3,2010-04-19,0.495712302878022,2149816,3273709
A3,2010-04-26,0.468613832286367,2466042,16619731
A3,2010-05-03,0.448640133349798,2909360,11915389
A3,2010-05-10,0.497985550567604,1191041,8591064
A3,2010-05-17,0.435951338840602,4227371,10334784
A3,2010-05-24,0.406917454961704,5964314,11479401
A3,2010-05-31,0.401684056855015,4329017,18918350
A3,2010-06-07,0.419236122519375,1680129,5633084
A3,2010-06-14,0.431485002933557,2046556,8912976
A3,2010-06-21,0.428643929230673,255272,6235939
A3,2010-06-28,0.392204113767479,5684709,15742706
A3,2010-07-05,0.495469025795022,1644064,5503267
A3,2010-07-12,0.469302653560114,3743412,9287660
A3,2010-07-19,0.486772871258394,4925416,4200630
A3,2010-07-26,0.467409719389515,12442812,12209372
A3,2010-08-02,0.424933158677278,7859476,2204716
A3,2010-08-09,0.452011690657842,8589323,3711794
A3,2010-08-16,0.475669186031846,1732917,4562672
A3,2010-08-23,0.522931465001551,5192928,4580375
A3,2010-08-30,0.540211053750352,11644528,12792267
A3,2010-09-06,0.625934781164251,7951042,7497063
A3,2010-09-13,0.497929560389115,6155391,9113281
A3,2010-09-20,0.527976703440683,3941153,9503732
A3,2010-09-27,0.437131892633191,8993797,12056347
A3,2010-10-04,0.379593503266254,4282686,6046311
A3,2010-10-11,0.458090230734312,6712002,5979595
A3,2010-10-18,0.414837462159972,4349591,7167109
A3,2010-10-25,0.40918690304607,4994735,7562515
A3,2010-11-01,0.423573775068547,4605309,19332650
A3,2010-11-08,0.503860991476723,968959,8131842
A3,2010-11-15,0.497151599648574,518679,9380183
A3,2010-11-22,0.534541513542637,2657323,17097113
A3,2010-11-29,0.45450890278049,9814824,33392906
A3,2010-12-06,0.471016831388723,5526690,15460508
A3,2010-12-13,0.469757647194856,4330775,13174857
A3,2010-12-20,0.503561336979724,5421047,12284720
A3,2010-12-27,0.494143543591302,2814294,19791067
A3,2011-01-03,0.504338533883597,158619,6072283
A3,2011-01-10,0.427567896854175,45234,10372890
A3,2011-01-17,0.436366771229968,4056649,6383503
A3,2011-01-24,0.454187814887295,3992993,3954433
A3,2011-01-31,0.42193807627708,3719416,9532385
A3,2011-02-07,0.418251358350877,3477301,2697099
A3,2011-02-14,0.513794091010769,29503,4219744
A3,2011-02-21,0.472360740072643,1618225,3516324
A3,2011-02-28,0.480875834434311,61834,12151862
A3,2011-03-07,0.446416179329287,2327810,3974737
A3,2011-03-14,0.480347877945376,2532442,6252753
A3,2011-03-21,0.510064794817065,3262898,9735008
A3,2011-03-28,0.490710150708652,898306,11100622
A3,2011-04-04,0.511418525739718,3604676,7119034
A3,2011-04-11,0.341551153099211,2867251,3321893
A3,2011-04-18,0.525776607189973,3118611,5004707
A3,2011-04-25,0.459485438752261,6661124,9196433
A3,2011-05-02,0.528243298220836,4687513,3851683
A3,2011-05-09,0.499777607253366,4306860,4771835
A3,2011-05-16,0.438111263875232,6569433,5046054
A3,2011-05-23,0.456054015898452,5233914,8135739
A3,2011-05-30,0.496604194027453,2537688,15314528
A3,2011-06-06,0.550997203341882,961406,8519689
A3,2011-06-13,0.53216346923266,3613244,6035832
A3,2011-06-20,0.547842851639001,6278944,2637895
A3,2011-06-27,0.477313490778229,10457368,13146268
A3,2011-07-04,0.534186738987705,1032554,5090728
A3,2011-07-11,0.565365558616209,299678,6274012
A3,2011-07-18,0.467519985299062,2913276,5428773
A3,2011-07-25,0.506805836026557,4838281,7776120
A3,2011-08-01,0.478205778155616,10784312,14024781
A3,2011-08-08,0.493853520001564,4348530,8681819
A3,2011-08-15,0.462045502583194,981730,2317011
A3,2011-08-22,0.475234968312593,5509347,3821218
A3,2011-08-29,0.435580261378251,9847121,12132712
A3,2011-09-05,0.466033749227868,8528578,8967611
A3,2011-09-12,0.505253089541736,10542234,6501115
A3,2011-09-19,0.491334571303994,9500901,6768399
A3,2011-09-26,0.505804101769639,9415899,11237440
A3,2011-10-03,0.496170829049191,4113161,5562797
A3,2011-10-10,0.535703303987292,7105244,8201563
A3,2011-10-17,0.467233260023125,6828132,6608610
A3,2011-10-24,0.499353367461887,4310166,7468437
A3,2011-10-31,0.480242390076659,5287000,20546524
A3,2011-11-07,0.521088691026095,5797641,8307216
A3,2011-11-14,0.50651498215693,3275339,10974491
A3,2011-11-21,0.476711038696986,2940894,13490647
A3,2011-11-28,0.541876765973522,9669584,21541807
A3,2011-12-05,0.490294830290763,4414119,14324877
A3,2011-12-12,0.470521524188194,5421484,11841644
A3,2011-12-19,0.551296091628258,6552109,10843571
A3,2011-12-26,0.499448665544312,1292107,11961915
A3,2012-01-02,0.497366553774981,37350,4781649
A3,2012-01-09,0.472768696820511,273563,5184765
A3,2012-01-16,0.477791772268417,6083869,2127319
A3,2012-01-23,0.50489853808668,2700181,1722919
A3,2012-01-30,0.556630504478754,13746209,3413765
A3,2012-02-06,0.463387101170591,2677611,2193523
A3,2012-02-13,0.546927278703441,316000,3385510
A3,2012-02-20,0.532832082696466,9282741,4218365
A3,2012-02-27,0.44361945558341,7076982,8917063
A3,2012-03-05,0.44103623609589,6842030,6368997
A3,2012-03-12,0.481162624852423,5262504,12814103
A3,2012-03-19,0.548612448397092,5651836,9377871
A3,2012-03-26,0.530771987856406,3664067,5413530
A3,2012-04-02,0.536521398256333,2698591,1145814
A3,2012-04-09,0.478450778050461,4433658,1821718
A3,2012-04-16,0.493930210226248,5743557,3033245
A3,2012-04-23,0.502436270508865,5010036,2551491
A3,2012-04-30,0.45171760876685,1798424,10372987
A3,2012-05-07,0.456861331831458,3067953,5036153
A3,2012-05-14,0.541462546484127,5853268,5663262
A3,2012-05-21,0.535296129623214,5350803,4362176
A3,2012-05-28,0.509630925343853,7453603,9269282
A3,2012-06-04,0.519533968337797,4208498,6945129
A3,2012-06-11,0.53177235818707,6718072,8998902
A3,2012-06-18,0.511510768491449,7428445,3451952
A3,2012-06-25,0.572025826293009,7827187,16527506
A3,2012-07-02,0.531386689927124,11308596,4806743
A3,2012-07-09,0.579032150023593,6812435,2006432
A3,2012-07-16,0.516168213700456,713816,4759518
A3,2012-07-23,0.472726555217937,5465776,7815678
A3,2012-07-30,0.456509428082433,10058210,15076740
A3,2012-08-06,0.501020498929791,6995012,11272360
A3,2012-08-13,0.547829938145681,1595893,5152352
A3,2012-08-20,0.511365589669943,3823453,4247732
A3,2012-08-27,0.457415909696163,8500445,13606701
A3,2012-09-03,0.556283579894558,16612587,9705016
A3,2012-09-10,0.505082458403145,15336650,3977023
A3,2012-09-17,0.525731633124565,25113544,4767073
A3,2012-09-24,0.529966767792323,19907767,3953736
A3,2012-10-01,0.494804704635617,20796408,6561866
A3,2012-10-08,0.466784099394644,21879797,2543275
A3,2012-10-15,0.535712142068717,21880042,4203847
A3,2012-10-22,0.521288342307422,13815976,8168149
A3,2012-10-29,0.584295135922975,22589731,24085069
A4,2007-11-05,0.17412713995538,439160,10263318
A4,2007-11-12,0.162687132332515,396326,13100658
A4,2007-11-19,0.254256984769409,574672,21359516
A4,2007-11-26,0.151512808394457,1160878,31963207
A4,2007-12-03,0.163440849599653,783840,18710141
A4,2007-12-10,0.197534340123065,564914,18059418
A4,2007-12-17,0.161293972674896,797527,16476884
A4,2007-12-24,0.171684962521116,406849,10199257
A4,2007-12-31,0.167015360736283,573336,12889584
A4,2008-01-07,0.181725321237125,154706,6573259
A4,2008-01-14,0.162427857019098,207874,7191159
A4,2008-01-21,0.185950297685808,81902,6766199
A4,2008-01-28,0.170509623591164,427378,10046380
A4,2008-02-04,0.180854259832552,232620,7917184
A4,2008-02-11,0.183908155734343,360236,10093797
A4,2008-02-18,0.193967308089256,346027,7854085
A4,2008-02-25,0.220332328447216,621734,9438520
A4,2008-03-03,0.225065410751743,416961,2433877
A4,2008-03-10,0.214131316548825,1076300,3073056
A4,2008-03-17,0.162183377253859,565729,3616434
A4,2008-03-24,0.215377334315563,778309,1953741
A4,2008-03-31,0.181729485738433,502244,6885353
A4,2008-04-07,0.179753901835426,795441,2952732
A4,2008-04-14,0.200914724521267,520189,4091054
A4,2008-04-21,0.205378396428931,609763,1120459
A4,2008-04-28,0.241493425069857,468473,8935956
A4,2008-05-05,0.171810167520433,300797,10400462
A4,2008-05-12,0.192879338628048,306997,6639390
A4,2008-05-19,0.17405744947853,430411,2585949
A4,2008-05-26,0.181734271875559,481280,10184977
A4,2008-06-02,0.215725076318694,399691,8020155
A4,2008-06-09,0.228571540488587,382788,9720041
A4,2008-06-16,0.212761688655039,779558,2661184
A4,2008-06-23,0.263576466995905,288325,1695124
A4,2008-06-30,0.215155385744079,439995,8794895
A4,2008-07-07,0.197494861831527,533036,2940258
A4,2008-07-14,0.212190640057937,735691,1929731
A4,2008-07-21,0.191387022836001,330842,4123871
A4,2008-07-28,0.203129722073811,630938,11048220
A4,2008-08-04,0.181919024298032,404869,6632386
A4,2008-08-11,0.211742084134108,528235,9150353
A4,2008-08-18,0.182948544920317,615611,9304092
A4,2008-08-25,0.206077092175498,1060253,5268581
A4,2008-09-01,0.234013673559201,939701,8064126
A4,2008-09-08,0.196560475820586,665843,6868697
A4,2008-09-15,0.227923834639127,237862,5503240
A4,2008-09-22,0.209090651804197,728285,4051902
A4,2008-09-29,0.173786826144178,513515,9124741
A4,2008-10-06,0.217404385248776,987421,6821237
A4,2008-10-13,0.200675730093832,930939,7829807
A4,2008-10-20,0.229276802176738,827629,8108067
A4,2008-10-27,0.186741631965898,813555,13663418
A4,2008-11-03,0.206177163959349,504594,6089918
A4,2008-11-10,0.174555582851379,292111,8703043
A4,2008-11-17,0.239010118734607,624721,12450799
A4,2008-11-24,0.217312670097449,528881,20237903
A4,2008-12-01,0.186871486022741,731891,23208983
A4,2008-12-08,0.246935811040445,411231,14175235
A4,2008-12-15,0.253454495034493,453799,13657718
A4,2008-12-22,0.209532211755735,393700,5990995
A4,2008-12-29,0.23577620636868,251846,7847806
A4,2009-01-05,0.20024716822807,43770,6825977
A4,2009-01-12,0.21602050574679,137140,5856349
A4,2009-01-19,0.22930990103327,64993,5621746
A4,2009-01-26,0.305591473373265,431140,15089676
A4,2009-02-02,0.196705682307868,261357,5106957
A4,2009-02-09,0.188094240814301,139609,9368669
A4,2009-02-16,0.207322103873058,304735,4910774
A4,2009-02-23,0.220436307969285,811645,9498429
A4,2009-03-02,0.279944564347084,597399,3752169
A4,2009-03-09,0.277178544283798,1671702,5052276
A4,2009-03-16,0.210284114275674,450947,4629982
A4,2009-03-23,0.27574286727876,453184,1506313
A4,2009-03-30,0.269835820331998,298148,7934864
A4,2009-04-06,0.227088347022588,72009,3940985
A4,2009-04-13,0.196866200442178,118983,5826368
A4,2009-04-20,0.200791453369641,99060,2272677
A4,2009-04-27,0.235898567228208,116526,9688256
A4,2009-05-04,0.253586170218652,76294,6996622
A4,2009-05-11,0.227512650969704,72564,4374343
A4,2009-05-18,0.221674686676056,123385,5050775
A4,2009-05-25,0.271960703652974,87994,6372573
A4,2009-06-01,0.196545387946973,128800,8663532
A4,2009-06-08,0.189552061480517,140494,5053170
A4,2009-06-15,0.272485444778695,72598,5573737
A4,2009-06-22,0.202707962981693,106750,6160671
A4,2009-06-29,0.19391564665762,57767,6134188
A4,2009-07-06,0.246959673195083,36953,4100750
A4,2009-07-13,0.197004030148745,33002,3008100
A4,2009-07-20,0.256375994776488,512172,5649372
A4,2009-07-27,0.21391372986482,993353,8819695
A4,2009-08-03,0.244562401113342,449110,9010075
A4,2009-08-10,0.171013046156967,563281,9800543
A4,2009-08-17,0.253762641798335,338031,11016107
A4,2009-08-24,0.149257049052354,639755,8665543
A4,2009-08-31,0.20560302057738,1749321,10424091
A4,2009-09-07,0.244713637268687,288087,6411215
A4,2009-09-14,0.232267915609355,39131,3664056
A4,2009-09-21,0.220796147684888,71593,3196979
A4,2009-09-28,0.160557229750434,10956,8054546
A4,2009-10-05,0.224951062663082,41691,4588906
A4,2009-10-12,0.207508881978325,32953,4192275
A4,2009-10-19,0.223052413708114,151822,4064648
A4,2009-10-26,0.255488915041124,311571,13684069
A4,2009-11-02,0.198510525945727,293028,9542572
A4,2009-11-09,0.222131137621816,804563,15883415
A4,2009-11-16,0.218870255864422,851808,21301100
A4,2009-11-23,0.217377865797604,845205,21314166
A4,2009-11-30,0.271562843066067,680674,27587029
A4,2009-12-07,0.259731891440235,641576,20420966
A4,2009-12-14,0.195855152626734,702763,20215823
A4,2009-12-21,0.183644780827081,485248,11445919
A4,2009-12-28,0.217702051607165,142060,6500217
A4,2010-01-04,0.291297882087263,246807,6122863
A4,2010-01-11,0.204934217067618,268992,4697418
A4,2010-01-18,0.264660465169154,136334,6864372
A4,2010-01-25,0.226437110396716,214204,8262134
A4,2010-02-01,0.195911284507431,120549,15615893
A4,2010-02-08,0.184993959818332,152477,11803847
A4,2010-02-15,0.203761434888785,183550,8515248
A4,2010-02-22,0.211806249521923,329347,2219776
A4,2010-03-01,0.257856854744756,472699,5914316
A4,2010-03-08,0.20831276179831,965899,4203671
A4,2010-03-15,0.221211289625308,319141,3770410
A4,2010-03-22,0.214812737519481,545816,4696843
A4,2010-03-29,0.282604213999851,349654,7547603
A4,2010-04-05,0.220566723006826,554726,1300815
A4,2010-04-12,0.268113667393267,277448,961309
A4,2010-04-19,0.202692486438868,850241,3351326
A4,2010-04-26,0.228868798218299,2846658,8903223
A4,2010-05-03,0.189817731754242,150985,8681791
A4,2010-05-10,0.209667788041094,157130,6962457
A4,2010-05-17,0.26704280627108,860000,5818228
A4,2010-05-24,0.270570967792823,751212,7745635
A4,2010-05-31,0.301197463179541,718732,10113844
A4,2010-06-07,0.281578078735211,538530,9930382
A4,2010-06-14,0.271699198829849,367536,7544598
A4,2010-06-21,0.260650833681719,400170,3070669
A4,2010-06-28,0.229752323906548,216295,5929895
A4,2010-07-05,0.250097892124498,119452,3639073
A4,2010-07-12,0.292709052401967,299473,3638924
A4,2010-07-19,0.22054260556625,832838,4865684
A4,2010-07-26,0.195426825175041,1430086,8303120
A4,2010-08-02,0.258419476206258,625951,7746606
A4,2010-08-09,0.265337899565655,402662,7339649
A4,2010-08-16,0.207015225231049,649276,10260000
A4,2010-08-23,0.204989164125764,1010993,6196039
A4,2010-08-30,0.200948559450656,1411313,16731571
A4,2010-09-06,0.208868620216819,325019,7386572
A4,2010-09-13,0.191130879607576,21150,7109629
A4,2010-09-20,0.221856161941111,79569,2225387
A4,2010-09-27,0.231649107482945,166569,9141873
A4,2010-10-04,0.225676584054279,111909,4333538
A4,2010-10-11,0.272544548568463,126898,3815449
A4,2010-10-18,0.201202180647735,430520,4233758
A4,2010-10-25,0.210812718349204,784985,6459669
A4,2010-11-01,0.254978781123169,694168,13323064
A4,2010-11-08,0.240878875413157,405030,16146161
A4,2010-11-15,0.242900496334341,346540,15600144
A4,2010-11-22,0.220866133323752,616687,17955225
A4,2010-11-29,0.187462393492515,975728,19901576
A4,2010-12-06,0.242084990073042,884299,19518122
A4,2010-12-13,0.309598422137423,741476,21079826
A4,2010-12-20,0.272570367231004,801203,11726076
A4,2010-12-27,0.238799750821933,538610,10076444
A4,2011-01-03,0.193444707893105,139893,2265310
A4,2011-01-10,0.232098148069877,206454,4312237
A4,2011-01-17,0.204258630686375,116194,6345070
A4,2011-01-24,0.193669524071424,72922,8775220
A4,2011-01-31,0.267655104362226,235437,14387390
A4,2011-02-07,0.22463371893893,406150,9319797
A4,2011-02-14,0.303363592918699,328413,8032210
A4,2011-02-21,0.214036135000108,565153,9339145
A4,2011-02-28,0.224125434643616,949256,9235043
A4,2011-03-07,0.256087776801246,1201150,6514933
A4,2011-03-14,0.20082203228066,298886,11079766
A4,2011-03-21,0.183106246401289,206918,6405474
A4,2011-03-28,0.268993877110311,634470,8831833
A4,2011-04-04,0.198742513717797,569327,5082968
A4,2011-04-11,0.292422039911293,738430,3437664
A4,2011-04-18,0.261719846370522,757783,5589036
A4,2011-04-25,0.247367882090357,622325,7479704
A4,2011-05-02,0.226708968955576,623449,2584293
A4,2011-05-09,0.234737588002378,475117,5177568
A4,2011-05-16,0.191686295382269,547659,9913731
A4,2011-05-23,0.261250619058675,222038,7624502
A4,2011-05-30,0.234151990702553,244242,11974143
A4,2011-06-06,0.246848292120647,687081,8808191
A4,2011-06-13,0.283288385500181,291499,6813826
A4,2011-06-20,0.295307091835505,228465,6649173
A4,2011-06-27,0.196690038309022,225311,6910190
A4,2011-07-04,0.236566640027246,378442,2596597
A4,2011-07-11,0.229688686594021,239532,2296485
A4,2011-07-18,0.211376987606193,364206,3963180
A4,2011-07-25,0.182590804686214,545591,6140329
A4,2011-08-01,0.24179545999491,642857,11085208
A4,2011-08-08,0.204680998595102,438774,6813439
A4,2011-08-15,0.243396442104641,742061,5819174
A4,2011-08-22,0.186821162120056,1117703,7650834
A4,2011-08-29,0.256882937492773,1412761,15475162
A4,2011-09-05,0.189788341389029,775434,8570762
A4,2011-09-12,0.225419362020189,721888,8415152
A4,2011-09-19,0.208120339312808,203825,7241090
A4,2011-09-26,0.206238763196873,239741,17043612
A4,2011-10-03,0.221385314983212,148404,7426428
A4,2011-10-10,0.258936992677353,108440,6880506
A4,2011-10-17,0.214390943676581,245681,8094148
A4,2011-10-24,0.213175666130245,301019,11806996
A4,2011-10-31,0.231253904661868,567102,11666929
A4,2011-11-07,0.276382112450996,213127,11552965
A4,2011-11-14,0.23941232497961,439532,11137401
A4,2011-11-21,0.211067469351728,1066828,20291915
A4,2011-11-28,0.312479894630734,1156089,24199500
A4,2011-12-05,0.2641880159175,883723,15021264
A4,2011-12-12,0.28721818583504,851317,16889887
A4,2011-12-19,0.214010044959889,957468,14855012
A4,2011-12-26,0.175436694068872,180201,8824954
A4,2012-01-02,0.247424573600749,112722,2221219
A4,2012-01-09,0.254078578799058,105660,4029805
A4,2012-01-16,0.234202103441404,104749,5362243
A4,2012-01-23,0.303635874757697,209042,5347841
A4,2012-01-30,0.216003564323715,378423,15222583
A4,2012-02-06,0.185377509454809,186664,9477641
A4,2012-02-13,0.229525307434139,254704,5785121
A4,2012-02-20,0.223045203302004,188341,6709212
A4,2012-02-27,0.339927709678187,1049711,14133947
A4,2012-03-05,0.249015835403158,1460523,4245651
A4,2012-03-12,0.334595032344926,1138197,11975304
A4,2012-03-19,0.227246510571733,598701,7629167
A4,2012-03-26,0.297106670375601,3337677,8596476
A4,2012-04-02,0.260489392997531,712449,4708977
A4,2012-04-09,0.240688034717401,582590,3426087
A4,2012-04-16,0.238423286320019,1409444,4373542
A4,2012-04-23,0.227596316452844,2150375,6897219
A4,2012-04-30,0.242433880593742,1951311,11766661
A4,2012-05-07,0.239160330110326,819698,7012189
A4,2012-05-14,0.221308288950968,885623,8623274
A4,2012-05-21,0.247958761942353,406506,7786580
A4,2012-05-28,0.305438467335068,1012665,14516269
A4,2012-06-04,0.290955075000068,2218601,8147711
A4,2012-06-11,0.30596746812053,1674007,8666147
A4,2012-06-18,0.236169838941015,242456,2448816
A4,2012-06-25,0.286453981805492,583500,6778408
A4,2012-07-02,0.238488998907292,174987,2158638
A4,2012-07-09,0.232508960576859,279901,6340142
A4,2012-07-16,0.248020928884971,367499,6038013
A4,2012-07-23,0.177195281182432,517117,5628318
A4,2012-07-30,0.296840743139148,867001,14372843
A4,2012-08-06,0.29476433082979703,1242706,10279385
A4,2012-08-13,0.296308572619618,1375924,6159767
A4,2012-08-20,0.271154689207534,1330760,5636630
A4,2012-08-27,0.293478350380433,2022928,12920930
A4,2012-09-03,0.254808557890205,834043,9541419
A4,2012-09-10,0.214021817169438,1212009,10933885
A4,2012-09-17,0.194313751517404,466252,12465662
A4,2012-09-24,0.286044562490138,357726,7888940
A4,2012-10-01,0.265862859205509,1217140,17670450
A4,2012-10-08,0.254913375923569,254933,9744108
A4,2012-10-15,0.216417967699407,1336619,9329041
A4,2012-10-22,0.279596743619695,8508393,8787831
A4,2012-10-29,0.380407762969133,940920,20513657
A5,2007-11-05,0.492057102280636,8471861,85394905
A5,2007-11-12,0.546107281121255,10060194,75409752
A5,2007-11-19,0.542053374361333,12148963,80706553
A5,2007-11-26,0.544424023780387,18694556,156609332
A5,2007-12-03,0.570473239440112,3690807,54240909
A5,2007-12-10,0.64286033775555,3928245,53207381
A5,2007-12-17,0.614503488910808,7957124,51174634
A5,2007-12-24,0.544888100828036,10104445,67988547
A5,2007-12-31,0.613299779004177,8452273,156320889
A5,2008-01-07,0.604111041076352,3983824,82949966
A5,2008-01-14,0.562063043475241,3865007,65359550
A5,2008-01-21,0.567186367936684,1801282,40646258
A5,2008-01-28,0.594521482119534,7848885,122056027
A5,2008-02-04,0.652154913954271,4254710,60953860
A5,2008-02-11,0.550822140722203,6616149,62200386
A5,2008-02-18,0.61947735527148,6454840,51588465
A5,2008-02-25,0.573172845773322,9823971,119313390
A5,2008-03-03,0.548075859767666,2154941,49619273
A5,2008-03-10,0.514610275081052,1230007,48071960
A5,2008-03-17,0.6021283241779,5469182,65763045
A5,2008-03-24,0.551726305753158,5157031,62149529
A5,2008-03-31,0.56483462724359,8862740,105354408
A5,2008-04-07,0.635343980628807,4536367,80044202
A5,2008-04-14,0.626840093244335,9500063,59214172
A5,2008-04-21,0.551901175653035,8236395,60239738
A5,2008-04-28,0.616374360010066,15919746,108645808
A5,2008-05-05,0.556804566259581,8060715,67299665
A5,2008-05-12,0.465965347950647,10195688,67678067
A5,2008-05-19,0.618712886087788,13581456,76904643
A5,2008-05-26,0.51112495871173,16283166,99468101
A5,2008-06-02,0.572891026592361,8223116,42748987
A5,2008-06-09,0.625941121885479,5566265,53837625
A5,2008-06-16,0.578690053872566,6416893,46237889
A5,2008-06-23,0.611644129884066,5097484,37699080
A5,2008-06-30,0.504222421083837,9210719,64041594
A5,2008-07-07,0.570305312110343,3148934,32979767
A5,2008-07-14,0.652715869235574,8560722,47726125
A5,2008-07-21,0.603949898217884,8802294,36648182
A5,2008-07-28,0.596884941865853,8971670,69602701
A5,2008-08-04,0.558941566030786,2987908,44746463
A5,2008-08-11,0.579268359125973,3304471,64978242
A5,2008-08-18,0.548077426868486,7680055,58501047
A5,2008-08-25,0.57556731659367,4801571,28672715
A5,2008-09-01,0.63179808538515,7650138,128411923
